# Content: proteins
# Copyright: 2022, Ecole Polytechnique Federale de Lausanne.
# License: Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0)
# Version: Release 4 (07/30/2022)
uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
B5X0G2	MUP17_MOUSE	Major urinary protein 17, MUP 17	Mus musculus	Mup17	Mup15,Mup17	3	0	2	0	0	0	2	
P11588	MUP1_MOUSE	Major urinary protein 1, MUP 1	Mus musculus	Mup1	Mup1	1	1	1	0	0	0	1	156
Q5FW60	MUP20_MOUSE	Major urinary protein 20 (Darcin) (Major urinary protein 24)	Mus musculus	Mup20	Mup24,Mup20	1	0	1	0	0	0	2	
P11589	MUP2_MOUSE	Major urinary protein 2, MUP 2	Mus musculus	Mup2	Mup2	3	2	2	0	0	0	2	82,156
P04939	MUP3_MOUSE	Major urinary protein 3, MUP 3 (Non-group 1/group 2 MUP15)	Mus musculus	Mup3	Mup3	1	1	1	0	0	0	1	160
P02762	MUP6_MOUSE	Major urinary protein 6, MUP 6 (Alpha-2U-globulin) (Group 1, BS6) (allergen Mus m 1)	Mus musculus	Mup6	Mup6	1	0	1	0	0	0	1	
P04938	MUP11_MOUSE	Major urinary protein 11	Mus musculus	Mup11	Mup11,Mup8;,Mup9	2	0	2	0	0	0	2	
P16332	MUTA_MOUSE	Methylmalonyl-CoA mutase, mitochondrial, MCM, EC 5.4.99.2 (Methylmalonyl-CoA isomerase)	Mus musculus	Mut	Mmut,Mut	6	1	5	0	0	0	2	558
Q9EQK5	MVP_MOUSE	Major vault protein, MVP	Mus musculus	Mvp	Mvp	1	0	1	0	0	0	1	
Q9DBV4	MXRA8_MOUSE	Matrix remodeling-associated protein 8 (Adipocyte-specific protein 3) (Dual Ig domain-containing cell adhesion molecule, DICAM) (Limitrin)	Mus musculus	Mxra8	Dicam,Asp3,Mxra8	2	0	2	0	0	0	3	
Q9JMH9	MY18A_MOUSE	Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus, MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210, SP-R210)	Mus musculus	Myo18a	Myspdz,Myo18a	1	0	1	0	0	0	2	
O35682	MYADM_MOUSE	Myeloid-associated differentiation marker (Myeloid up-regulated protein)	Mus musculus	Myadm	Mug,Myadm	14	1	7	0	0	0	3	286
Q7TPH6	MYCB2_MOUSE	E3 ubiquitin-protein ligase MYCBP2, EC 2.3.2.33 (Myc-binding protein 2) (Pam/highwire/rpm-1 protein) (Protein Magellan) (Protein associated with Myc)	Mus musculus	Mycbp2	Phr1,Pam,Mycbp2	3	0	2	0	0	0	1	
Q3UHK1	MYCT_MOUSE	Proton myo-inositol cotransporter, H(+)-myo-inositol cotransporter, Hmit (H(+)-myo-inositol symporter) (Solute carrier family 2 member 13)	Mus musculus	Slc2a13	Slc2a13	8	3	4	0	0	0	2	605,603,303
Q8C854	MYEF2_MOUSE	Myelin expression factor 2, MEF-2, MyEF-2	Mus musculus	Myef2	Mef2,Kiaa1341,Myef2	7	0	4	0	0	0	3	
Q9JK81	MYG1_MOUSE	MYG1 exonuclease, EC 3.1.-.- (Protein Gamm1)	Mus musculus	Myg1	Myg1	2	0	1	0	0	0	2	
Q61879	MYH10_MOUSE	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B, NMMHC-B) (Non-muscle myosin heavy chain IIb, NMMHC II-b, NMMHC-IIB)	Mus musculus	Myh10	Myh10	5	0	4	0	0	0	2	
O08638	MYH11_MOUSE	Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, smooth muscle isoform) (SMMHC)	Mus musculus	Myh11	Myh11	1	0	1	0	0	0	1	
Q6URW6	MYH14_MOUSE	Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc, NMHC II-C)	Mus musculus	Myh14	Myh14	1	0	1	0	0	0	1	
Q5SX39	MYH4_MOUSE	Myosin-4 (Myosin heavy chain 2b, MyHC-2b) (Myosin heavy chain 4)	Mus musculus	Myh4	Myh4	1	0	1	0	0	0	2	
Q02566	MYH6_MOUSE	Myosin-6 (Myosin heavy chain 6) (Myosin heavy chain, cardiac muscle alpha isoform, MyHC-alpha)	Mus musculus	Myh6	Myhca,Myh6	1	0	1	0	0	0	2	
Q91Z83	MYH7_MOUSE	Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain slow isoform, MyHC-slow) (Myosin heavy chain, cardiac muscle beta isoform, MyHC-beta)	Mus musculus	Myh7	Myh7	1	0	1	0	0	0	2	
Q8VDD5	MYH9_MOUSE	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A, NMMHC-A) (Non-muscle myosin heavy chain IIa, NMMHC II-a, NMMHC-IIA)	Mus musculus	Myh9	Myh9	7	5	7	0	0	0	3	172,917,816,740,91
Q8CI43	MYL6B_MOUSE	Myosin light chain 6B (Smooth muscle and nonmuscle myosin light chain alkali 6B)	Mus musculus	Myl6b	Myl6b	1	0	1	0	0	0	1	
Q60605	MYL6_MOUSE	Myosin light polypeptide 6 (17 kDa myosin light chain, LC17) (Myosin light chain 3, MLC-3) (Myosin light chain alkali 3, Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)	Mus musculus	Myl6	Myln,Myl6	8	1	6	0	0	0	3	32
Q9CQ19	MYL9_MOUSE	Myosin regulatory light polypeptide 9 (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9)	Mus musculus	Myl9	Myrl2,Myl9	5	0	3	0	0	0	3	
Q9QZZ4	MYO15_MOUSE	Unconventional myosin-XV (Unconventional myosin-15)	Mus musculus	Myo15a	Myo15,Myo15a	5	0	2	0	0	0	2	
P46735	MYO1B_MOUSE	Unconventional myosin-Ib (MIH-L) (Myosin I alpha, MMI-alpha, MMIa)	Mus musculus	Myo1b	Myo1b	3	2	3	0	0	0	2	509,129
Q9WTI7	MYO1C_MOUSE	Unconventional myosin-Ic (Myosin I beta, MMI-beta, MMIb)	Mus musculus	Myo1c	Myo1c	7	0	6	0	0	0	3	
Q5SYD0	MYO1D_MOUSE	Unconventional myosin-Id	Mus musculus	Myo1d	Myo1d	7	0	4	0	0	0	3	
Q99104	MYO5A_MOUSE	Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle)	Mus musculus	Myo5a	Dilute,Myo5a	6	0	3	0	0	0	2	
Q64331	MYO6_MOUSE	Unconventional myosin-VI (Protein twist) (Unconventional myosin-6)	Mus musculus	Myo6	Sv,Myo6	1	0	1	0	0	0	2	
P97479	MYO7A_MOUSE	Unconventional myosin-VIIa	Mus musculus	Myo7a	Myo7,Myo7a	2	0	1	0	0	0	2	
Q99MZ6	MYO7B_MOUSE	Unconventional myosin-VIIb	Mus musculus	Myo7b	Myo7b	3	0	1	0	0	0	2	
Q9QY06	MYO9B_MOUSE	Unconventional myosin-IXb (Unconventional myosin-9b)	Mus musculus	Myo9b	Myr5,Myo9b	2	0	1	0	0	0	2	
Q69ZN7	MYOF_MOUSE	Myoferlin (Fer-1-like protein 3)	Mus musculus	Myof	Kiaa1207,Fer1l3,Myof	9	1	7	0	0	0	3	2000
P60202	MYPR_MOUSE	Myelin proteolipid protein, PLP (Lipophilin)	Mus musculus	Plp1	Plp,Plp1	9	5	5	1	3	1	4	6,7,10,139,141,109
Q9DBR7	MYPT1_MOUSE	Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1, Myosin phosphatase target subunit 1)	Mus musculus	Ppp1r12a	Mypt1,Ppp1r12a	1	0	1	0	0	0	2	
Q3UX61	NAA11_MOUSE	N-alpha-acetyltransferase 11, EC 2.3.1.255 (N-terminal acetyltransferase complex ARD1 subunit homolog B) (NatA catalytic subunit Naa11)	Mus musculus	Naa11	Ard2,Ard1b,Naa11	2	0	1	0	0	0	2	
Q80UM3	NAA15_MOUSE	N-alpha-acetyltransferase 15, NatA auxiliary subunit (N-terminal acetyltransferase 1) (NMDA receptor-regulated protein 1) (Protein tubedown-1)	Mus musculus	Naa15	Tubedown,Tbdn-1,Nat1,Narg1,Naa15	1	0	1	0	0	0	1	
Q8BWZ3	NAA25_MOUSE	N-alpha-acetyltransferase 25, NatB auxiliary subunit (Mitochondrial distribution and morphology protein 20) (N-terminal acetyltransferase B complex subunit MDM20, NatB complex subunit MDM20) (N-terminal acetyltransferase B complex subunit NAA25)	Mus musculus	Naa25	Mdm20,Naa25	3	0	2	0	0	0	3	
Q6PHQ8	NAA35_MOUSE	N-alpha-acetyltransferase 35, NatC auxiliary subunit (Embryonic growth-associated protein) (Protein MAK10 homolog)	Mus musculus	Naa35	Mak10,Egap,Naa35	2	0	1	0	0	0	2	
Q8VE10	NAA40_MOUSE	N-alpha-acetyltransferase 40, EC 2.3.1.257 (N-acetyltransferase 11) (N-alpha-acetyltransferase D, NatD) (Protein acetyltransferase 1)	Mus musculus	Naa40	Nat11,Naa40,Patt1	2	0	1	0	0	0	2	
Q6PGB6	NAA50_MOUSE	N-alpha-acetyltransferase 50, EC 2.3.1.258 (N-acetyltransferase NAT13) (N-epsilon-acetyltransferase 50, EC 2.3.1.-) (NatE catalytic subunit)	Mus musculus	Naa50	Nat13,Mak3,Naa50	3	0	2	0	0	0	2	
Q9D7V9	NAAA_MOUSE	N-acylethanolamine-hydrolyzing acid amidase, EC 3.5.1.60 (Acylsphingosine deacylase NAAA, EC 3.5.1.23) (N-acylsphingosine amidohydrolase-like, ASAH-like protein) [Cleaved into: N-acylethanolamine-hydrolyzing acid amidase subunit alpha; N-acylethanolamine-hydrolyzing acid amidase subunit beta ]	Mus musculus	Naaa	Asahl,Naaa	4	0	1	0	0	0	2	
P70414	NAC1_MOUSE	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	Mus musculus	Slc8a1	Ncx,Slc8a1	3	0	2	0	0	0	2	
P70670	NACAM_MOUSE	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form, skNAC)	Mus musculus	Naca	Gm1878,Naca	3	0	2	0	0	0	2	
Q91X91	NADC_MOUSE	Nicotinate-nucleotide pyrophosphorylase [carboxylating], EC 2.4.2.19 (Quinolinate phosphoribosyltransferase [decarboxylating], QAPRTase, QPRTase)	Mus musculus	Qprt	Qprt	3	1	2	0	0	0	2	202
P58058	NADK_MOUSE	NAD kinase, EC 2.7.1.23 (Poly(P)/ATP NAD kinase)	Mus musculus	Nadk	Nadk	1	0	1	0	0	0	2	
Q9QWR8	NAGAB_MOUSE	Alpha-N-acetylgalactosaminidase, EC 3.2.1.49 (Alpha-galactosidase B)	Mus musculus	Naga	Naga	1	1	1	0	0	0	1	353
Q8BJ48	NAGPA_MOUSE	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase, EC 3.1.4.45 (Mannose 6-phosphate-uncovering enzyme) (Phosphodiester alpha-GlcNAcase)	Mus musculus	Nagpa	Nagpa	1	1	1	0	0	0	1	133
Q8R4H7	NAGS_MOUSE	N-acetylglutamate synthase, mitochondrial, EC 2.3.1.1 (Amino-acid acetyltransferase) [Cleaved into: N-acetylglutamate synthase long form; N-acetylglutamate synthase short form; N-acetylglutamate synthase conserved domain form ]	Mus musculus	Nags	Nags	2	1	2	0	0	0	2	106
Q8C5H8	NAKD2_MOUSE	NAD kinase 2, mitochondrial, EC 2.7.1.23 (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)	Mus musculus	Nadk2	Mnadk,Nadk2,Nadkd1	5	1	4	0	0	0	2	321
Q9CZR2	NALD2_MOUSE	N-acetylated-alpha-linked acidic dipeptidase 2, EC 3.4.17.21 (Glutamate carboxypeptidase III, GCPIII) (N-acetylaspartylglutamate peptidase II, NAAG-peptidase II) (N-acetylated-alpha-linked acidic dipeptidase II, NAALADase II)	Mus musculus	Naalad2	Naalad2	1	0	1	0	0	0	1	
Q99KQ4	NAMPT_MOUSE	Nicotinamide phosphoribosyltransferase, NAmPRTase, Nampt, EC 2.4.2.12 (Pre-B-cell colony-enhancing factor 1 homolog, PBEF) (Visfatin)	Mus musculus	Nampt	Pbef1,Nampt	5	0	4	0	0	0	3	
P60322	NANO2_MOUSE	Nanos homolog 2, NOS-2	Mus musculus	Nanos2	Nos2,Nanos2	1	0	1	0	0	0	1	
O35975	NAR2B_MOUSE	T-cell ecto-ADP-ribosyltransferase 2, EC 2.4.2.31 (ADP-ribosyltransferase C2 and C3 toxin-like 2, ARTC2) (Mono(ADP-ribosyl)transferase 2B) (NAD(+) glycohydrolase, EC 3.2.2.5) (T-cell NAD(P)(+)--arginine ADP-ribosyltransferase 2) (T-cell differentiation marker Rt6 homolog 2) (T-cell mono(ADP-ribosyl)transferase 2)	Mus musculus	Art2b	Rt6.2,Rt6-2,Art2b	1	0	1	0	0	0	1	
Q7TMW6	CIAO3_MOUSE	Cytosolic iron-sulfur assembly component 3 (Cytosolic Fe-S cluster assembly factor NARFL) (Iron-only hydrogenase-like protein 1, IOP1) (Nuclear prelamin A recognition factor-like protein)	Mus musculus	Narfl	Ciao3,Narfl	1	0	1	0	0	0	2	
Q99MD9	NASP_MOUSE	Nuclear autoantigenic sperm protein, NASP	Mus musculus	Nasp	Nasp	1	0	1	0	0	0	1	
Q8K224	NAT10_MOUSE	RNA cytidine acetyltransferase, EC 2.3.1.- (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10)	Mus musculus	Nat10	Kiaa1709,Nat10	2	0	1	0	0	0	2	
Q8BVG8	NAT14_MOUSE	Probable N-acetyltransferase 14, EC 2.3.1.-	Mus musculus	Nat14	Nat14	1	0	1	0	0	0	1	
Q9R123	NAA80_MOUSE	N-alpha-acetyltransferase 80, EC 2.3.1.- (N-acetyltransferase 6) (Protein fusion-2 homolog, Protein fus-2)	Mus musculus	Nat6	Naa80,Fus2,Nat6	1	0	1	0	0	0	2	
Q3UGX3	NAT8L_MOUSE	N-acetylaspartate synthetase, NAA synthetase, EC 2.3.1.17 (N-acetyltransferase 8-like protein) (Protein Shati)	Mus musculus	Nat8l	Nat8l	1	0	1	0	0	0	1	
Q3UG98	NAT9_MOUSE	Alpha/beta-tubulin-N-acetyltransferase 9, EC 2.3.1.-	Mus musculus	Nat9	Nat9	2	0	1	0	0	0	2	
Q9DB73	NB5R1_MOUSE	NADH-cytochrome b5 reductase 1, b5R.1, EC 1.6.2.2 (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)	Mus musculus	Cyb5r1	Nqo3a2,Cyb5r1	2	0	1	0	0	0	2	
Q9DCN2	NB5R3_MOUSE	NADH-cytochrome b5 reductase 3, B5R, Cytochrome b5 reductase, EC 1.6.2.2 (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form ]	Mus musculus	Cyb5r3	Dia1,Cyb5r3	12	3	9	0	0	0	3	204,274,284
B1AS42	NB5R5_MOUSE	NADH-cytochrome b5 reductase-like, EC 1.6.2.2	Mus musculus	Cyb5rl	Cyb5rl	4	0	1	0	0	0	2	
Q9EPN1	NBEA_MOUSE	Neurobeachin (Lysosomal-trafficking regulator 2)	Mus musculus	Nbea	Lyst2,Nbea	1	0	1	0	0	0	2	
Q6ZQA0	NBEL2_MOUSE	Neurobeachin-like protein 2	Mus musculus	Nbeal2	Kiaa0540,Nbeal2	1	0	1	0	0	0	2	
Q9R207	NBN_MOUSE	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1 homolog)	Mus musculus	Nbn	Nbs1,Nbn	1	1	1	0	0	0	1	269
Q91X97	NCALD_MOUSE	Neurocalcin-delta	Mus musculus	Ncald	D15Ertd412e,Ncald	1	0	1	0	0	0	2	
P13595	NCAM1_MOUSE	Neural cell adhesion molecule 1, N-CAM-1, NCAM-1 (CD antigen CD56)	Mus musculus	Ncam1	Ncam,Ncam1	11	0	7	4	0	2	3	
O35136	NCAM2_MOUSE	Neural cell adhesion molecule 2, N-CAM-2, NCAM-2 (Neural cell adhesion molecule RB-8) (R4B12)	Mus musculus	Ncam2	Rncam,Ocam,Ncam2	8	0	5	0	0	0	3	
P55066	NCAN_MOUSE	Neurocan core protein (Chondroitin sulfate proteoglycan 3)	Mus musculus	Ncan	Cspg3,Ncan	2	0	1	0	0	0	2	
Q3UYV9	NCBP1_MOUSE	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein, CBP80, NCBP 80 kDa subunit)	Mus musculus	Ncbp1	Cbp80,Ncbp1	4	0	2	0	0	0	3	
Q9Z0E0	NCDN_MOUSE	Neurochondrin (M-Sema F-associating protein of 75 kDa) (Norbin)	Mus musculus	Ncdn	Sfap75,Kiaa0607,Ncdn	10	2	5	0	0	0	2	113,469
Q8BLF1	NCEH1_MOUSE	Neutral cholesterol ester hydrolase 1, NCEH, EC 3.1.1.- (Acetylalkylglycerol acetylhydrolase, 2-acetyl MAGE hydrolase, EC 3.1.1.71) (Arylacetamide deacetylase-like 1) (Chlorpyrifos oxon-binding protein, CPO-BP)	Mus musculus	Nceh1	Kiaa1363,Aadacl1,Nceh1	8	0	5	0	0	0	3	
Q09014	NCF1_MOUSE	Neutrophil cytosol factor 1, NCF-1 (47 kDa neutrophil oxidase factor) (NCF-47K) (Neutrophil NADPH oxidase factor 1) (p47-phox)	Mus musculus	Ncf1	Ncf1	1	0	1	0	0	0	2	
O70145	NCF2_MOUSE	Neutrophil cytosol factor 2, NCF-2 (67 kDa neutrophil oxidase factor) (NADPH oxidase activator 2) (Neutrophil NADPH oxidase factor 2) (p67-phox)	Mus musculus	Ncf2	P67phox,Noxa2,Ncf2	1	0	1	0	0	0	1	
Q99M51	NCK1_MOUSE	Cytoplasmic protein NCK1 (NCK adaptor protein 1, Nck-1)	Mus musculus	Nck1	Nck1	2	0	1	0	0	0	2	
O55033	NCK2_MOUSE	Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2, Nck-2) (SH2/SH3 adaptor protein NCK-beta)	Mus musculus	Nck2	Grb4,Nck2	1	0	1	0	0	0	2	
P28660	NCKP1_MOUSE	Nck-associated protein 1, NAP 1 (Brain protein H19) (MH19) (Membrane-associated protein HEM-2) (p125Nap1)	Mus musculus	Nckap1	Nap1,Kiaa0587,Hem2,Nckap1	3	0	2	0	0	0	2	
Q99PD7	NCKX3_MOUSE	Sodium/potassium/calcium exchanger 3 (Na(+)/K(+)/Ca(2+)-exchange protein 3) (Solute carrier family 24 member 3)	Mus musculus	Slc24a3	Nckx3,Slc24a3	1	0	1	0	0	0	2	
Q925Q3	NCLX_MOUSE	Mitochondrial sodium/calcium exchanger protein (Na(+)/K(+)/Ca(2+)-exchange protein 6) (Sodium/calcium exchanger protein, mitochondrial) (Sodium/potassium/calcium exchanger 6) (Solute carrier family 24 member 6) (Solute carrier family 8 member B1)	Mus musculus	Slc8b1	Slc8b1,Nclx,Nckx6,Slc24a6	1	1	1	0	0	0	1	123
Q8VCM8	NCLN_MOUSE	Nicalin (Nicastrin-like protein)	Mus musculus	Ncln	Ncln	7	0	4	0	0	0	3	
Q61026	NCOA2_MOUSE	Nuclear receptor coactivator 2, NCoA-2 (Glucocorticoid receptor-interacting protein 1, GRIP-1) (Steroid receptor coactivator 2, SRC-2) (Transcriptional intermediary factor 2)	Mus musculus	Ncoa2	Tif2,Grip1,Ncoa2,Src2	1	0	1	1	0	1	2	
O09000	NCOA3_MOUSE	Nuclear receptor coactivator 3, NCoA-3, EC 2.3.1.48 (Amplified in breast cancer-1 protein homolog, AIB-1) (CBP-interacting protein, p/CIP, pCIP) (Receptor-associated coactivator 3, RAC-3) (Steroid receptor coactivator protein 3, SRC-3) (Thyroid hormone receptor activator molecule 1, ACTR, TRAM-1)	Mus musculus	Ncoa3	Tram1,Rac3,Pcip,Aib1,Ncoa3	4	0	1	0	0	0	2	
Q91W39	NCOA5_MOUSE	Nuclear receptor coactivator 5, NCoA-5 (Coactivator independent of AF-2, CIA)	Mus musculus	Ncoa5	Ncoa5	1	0	1	0	0	0	2	
Q6DFV7	NCOA7_MOUSE	Nuclear receptor coactivator 7	Mus musculus	Ncoa7	Ncoa7	1	0	1	0	0	0	2	
Q9EQQ9	OGA_MOUSE	Protein O-GlcNAcase, OGA, EC 3.2.1.169 (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Bifunctional protein NCOAT) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (N-acetyl-beta-glucosaminidase)	Mus musculus	Mgea5	Oga,Kiaa0679,Hexc,Mgea5	3	0	2	0	0	0	2	
P37040	NCPR_MOUSE	NADPH--cytochrome P450 reductase, CPR, P450R, EC 1.6.2.4	Mus musculus	Por	Por	13	2	8	0	0	0	3	566,363
Q8VCB1	NDC1_MOUSE	Nucleoporin NDC1 (Transmembrane protein 48)	Mus musculus	Ndc1	Ndc1,Tmem48	1	0	1	0	0	0	2	
Q9CZA6	NDE1_MOUSE	Nuclear distribution protein nudE homolog 1, NudE, mNudE	Mus musculus	Nde1	Nude,Nde1	0	0	0	1	0	1	1	
Q9ERR1	NDEL1_MOUSE	Nuclear distribution protein nudE-like 1 (Protein mNudE-like, Protein Nudel, mNudE-L)	Mus musculus	Ndel1	Nudel,Ndel1	0	0	0	2	0	1	2	
Q9WV85	NDK3_MOUSE	Nucleoside diphosphate kinase 3, NDK 3, NDP kinase 3, EC 2.7.4.6 (DR-nm23) (Nucleoside diphosphate kinase C, NDPKC) (nm23-M3)	Mus musculus	Nme3	Nme3	1	1	1	0	0	0	1	158
Q99MH5	NDK5_MOUSE	Nucleoside diphosphate kinase homolog 5, NDK-H 5, NDP kinase homolog 5 (Rsph23) (nm23-M5)	Mus musculus	Nme5	Nme5	2	0	1	0	0	0	2	
P15532	NDKA_MOUSE	Nucleoside diphosphate kinase A, NDK A, NDP kinase A, EC 2.7.4.6 (Metastasis inhibition factor NM23) (NDPK-A) (Tumor metastatic process-associated protein) (nm23-M1)	Mus musculus	Nme1	Nm23,Nme1	10	0	6	0	0	0	3	
Q01768	NDKB_MOUSE	Nucleoside diphosphate kinase B, NDK B, NDP kinase B, EC 2.7.4.6 (Histidine protein kinase NDKB, EC 2.7.13.3) (P18) (nm23-M2)	Mus musculus	Nme2	Nme2	13	1	8	0	0	0	3	109
Q62433	NDRG1_MOUSE	Protein NDRG1 (N-myc downstream-regulated gene 1 protein, Protein Ndr1)	Mus musculus	Ndrg1	Tdd5,Ndrl,Ndr1,Ndrg1	5	0	4	0	0	0	3	
Q9QYG0	NDRG2_MOUSE	Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Ndr2)	Mus musculus	Ndrg2	Ndr2,Kiaa1248,Ndrg2	13	1	8	0	0	0	3	78
Q9QYF9	NDRG3_MOUSE	Protein NDRG3 (N-myc downstream-regulated gene 3 protein) (Protein Ndr3)	Mus musculus	Ndrg3	Ndr3,Ndrg3	1	0	1	0	0	0	2	
Q8BTG7	NDRG4_MOUSE	Protein NDRG4 (N-myc downstream-regulated gene 4 protein) (Protein Ndr4)	Mus musculus	Ndrg4	Ndr4,Kiaa1180,Ndrg4	1	0	1	0	0	0	2	
Q3UHN9	NDST1_MOUSE	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (Glucosaminyl N-deacetylase/N-sulfotransferase 1, NDST-1) (N-heparan sulfate sulfotransferase 1, N-HSST 1) ([Heparan sulfate]-glucosamine N-sulfotransferase 1, HSNST 1) [Includes: Heparan sulfate N-deacetylase 1, EC 3.5.1.-; Heparan sulfate N-sulfotransferase 1, EC 2.8.2.8 ]	Mus musculus	Ndst1	Ndst1	5	0	4	0	0	0	2	
O35683	NDUA1_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 (Complex I-MWFE, CI-MWFE) (NADH-ubiquinone oxidoreductase MWFE subunit)	Mus musculus	Ndufa1	Ndufa1	1	0	1	0	0	0	2	
Q9CQ75	NDUA2_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8, CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)	Mus musculus	Ndufa2	Ndufa2	6	0	3	0	0	0	2	
Q62425	NDUA4_MOUSE	Cytochrome c oxidase subunit NDUFA4	Mus musculus	Ndufa4	Ndufa4	2	0	2	0	0	0	2	
Q9CPP6	NDUA5_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B, CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)	Mus musculus	Ndufa5	Ndufa5	11	1	7	0	0	0	3	17
Q9CQZ5	NDUA6_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (Complex I-B14, CI-B14) (NADH-ubiquinone oxidoreductase B14 subunit)	Mus musculus	Ndufa6	Ndufa6	1	0	1	0	0	0	2	
Q9Z1P6	NDUA7_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (Complex I-B14.5a, CI-B14.5a) (NADH-ubiquinone oxidoreductase subunit B14.5a)	Mus musculus	Ndufa7	Ndufa7	7	0	3	0	0	0	2	
Q9DCJ5	NDUA8_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD, CI-19kD) (Complex I-PGIV, CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	Mus musculus	Ndufa8	Ndufa8	9	1	4	0	0	0	2	66
Q9DC69	NDUA9_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD, CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	Mus musculus	Ndufa9	Ndufa9	16	1	8	0	0	0	3	86
Q99LC3	NDUAA_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD, CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)	Mus musculus	Ndufa10	Ndufa10	11	1	6	0	0	0	2	67
Q9D8B4	NDUAB_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7, CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	Mus musculus	Ndufa11	Ndufa11	9	3	5	0	0	0	2	115,95
Q7TMF3	NDUAC_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (Complex I-B17.2, CI-B17.2, CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	Mus musculus	Ndufa12	Ndufa12	9	1	4	0	0	0	2	92
Q9ERS2	NDUAD_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6, CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein, GRIM-19, Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	Mus musculus	Ndufa13	Grim19,Ndufa13	1	0	1	0	0	0	2	
Q9CQZ6	NDUB3_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12, CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit)	Mus musculus	Ndufb3	Ndufb3	1	0	1	0	0	0	2	
